Customer_ID,Customer_Name,Email,Phone_Number,Product,Quantity,Price_Per_Item,Total_Price,Purchase_Date,Season,Season_Number
551,Maria Stevenson,davidturner@morris.info,368.208.5660x0434,Light Jacket,1,3942,3942,2023-04-13,Spring,2
552,Cole Moore,michele21@young-patel.com,(759)539-3339x878,Raincoat,5,3368,16840,2023-09-17,Monsoon,4
553,Caroline Kidd,rhondasmith@hotmail.com,(711)071-7896,Jeans,5,1775,8875,2024-04-26,Spring,2
554,Christine Lozano,matthewbrown@glenn.com,370-561-1804x959,Raincoat,3,4109,12327,2024-07-24,Monsoon,4
555,Brett Hall,stephensmith@barker.com,951.361.6671x200,Scarf,5,2545,12725,2024-02-02,Winter,1
556,Dana Melendez,bbyrd@lee-patel.com,405.352.3556,Jeans,4,2478,9912,2024-04-02,Spring,2
557,Anna Hill,rachelparker@hotmail.com,572.030.4077x77932,Umbrella,2,4068,8136,2024-07-23,Monsoon,4
558,Mark Moore,xgraham@gmail.com,001-574-268-0518x83870,Light Jacket,4,3307,13228,2023-04-13,Spring,2
559,Dawn Jackson,martinezcharles@gmail.com,(113)397-7913x73208,Waterproof Shoes,1,1586,1586,2024-09-15,Monsoon,4
560,Joseph King,wesley05@hotmail.com,001-016-446-3337,Raincoat,3,4774,14322,2024-06-15,Monsoon,4
561,Brandy Gonzales,lauradelacruz@hotmail.com,018-804-5151x953,Loafers,2,4548,9096,2024-11-21,Autumn,3
562,Jessica Taylor DVM,watsonjohn@hotmail.com,(399)205-8059x82796,Waterproof Shoes,3,2740,8220,2024-09-20,Monsoon,4
563,Steven Perry,smithjennifer@hotmail.com,366-885-3588x57998,Cardigan,3,3831,11493,2024-11-02,Autumn,3
564,Megan Grant,pprice@floyd.com,+1-768-667-7501x33756,Umbrella,5,1628,8140,2023-08-12,Monsoon,4
565,Tiffany Marshall,murphychad@doyle-rice.biz,(575)935-8464x13841,Raincoat,5,4320,21600,2023-08-28,Monsoon,4
566,Marvin Lucero,lrodgers@hotmail.com,001-228-239-4031x711,Light Jacket,2,2937,5874,2023-04-18,Spring,2
567,Lauren Floyd,pcoleman@gmail.com,188-031-8987x940,Jacket,1,1954,1954,2023-12-01,Winter,1
568,Anthony Lopez,youngdawn@hotmail.com,001-304-328-7720,Cardigan,1,4972,4972,2023-11-28,Autumn,3
569,Lisa Shaw,rle@gmail.com,779-767-0012x319,Cardigan,2,3253,6506,2024-10-03,Autumn,3
570,Janet Kelly,charles80@meyer.com,001-126-886-1742x64935,Light Jacket,4,1826,7304,2024-05-28,Spring,2
571,Debbie Schwartz,opowell@blake.net,220.059.9413,Cardigan,3,3106,9318,2024-10-24,Autumn,3
572,Clayton Ingram,jcummings@mayer.com,001-095-153-9126,Raincoat,3,774,2322,2023-06-28,Monsoon,4
573,Rhonda Walker,donnareynolds@yahoo.com,001-978-718-8022x144,Sneakers,4,3958,15832,2023-03-26,Spring,2
574,Kimberly Guzman,wmckenzie@hotmail.com,555.698.1053x51732,Waterproof Shoes,5,823,4115,2024-06-04,Monsoon,4
575,Amanda Johnson,melinda75@hotmail.com,(265)380-6524,Boots,4,2830,11320,2023-12-25,Winter,1
576,Nichole Hoover,newmanjorge@murphy.info,001-527-275-4717x43877,Shorts,4,761,3044,2023-08-28,Summer,0
577,Dawn Michael,dchavez@yahoo.com,051-627-2771x28072,Jeans,4,1313,5252,2023-03-18,Spring,2
578,Anna Williams,tsmall@wood.biz,001-354-788-7249x46642,Sunglasses,3,1260,3780,2024-06-02,Summer,0
579,Derek Gillespie,anthonymartin@hotmail.com,(153)774-7935x317,Jeans,4,1477,5908,2023-05-01,Spring,2
580,Jean Taylor,webbdeborah@lin-mitchell.info,282.825.2061x49156,Loafers,2,1883,3766,2023-10-11,Autumn,3
581,Bryce Hartman,paulmedina@young.info,001-211-888-0476x100,Umbrella,2,4968,9936,2023-09-26,Monsoon,4
582,Eric Morales,pdunn@yahoo.com,001-313-013-2486,Sweater,2,3191,6382,2024-01-17,Winter,1
583,Cheyenne Jones,jason51@harris-lee.com,+1-346-691-7845x374,Umbrella,5,2125,10625,2023-06-08,Monsoon,4
584,Gabriel Garrett,lopezkimberly@hotmail.com,7995089147,T-Shirt,1,3454,3454,2023-05-16,Spring,2
585,Ashley Moreno,richard79@gutierrez.com,+1-201-739-3942x221,Sweater,5,3166,15830,2025-12-06,Winter,1
586,James Quinn,andreaporter@rogers.biz,947.259.4107,Raincoat,4,2438,9752,2024-07-02,Monsoon,4
587,Tanya Sanchez,teresa20@kemp-wilson.biz,866-693-1208,T-Shirt,1,3740,3740,2024-03-13,Spring,2
588,Timothy Lewis,qhernandez@hotmail.com,511.172.1397,Boots,4,4516,18064,2024-12-15,Winter,1
589,Vincent Mcintyre,wmorales@gmail.com,+1-960-820-0261x504,T-Shirt,3,4765,14295,2024-05-20,Spring,2
590,Richard Ramos,michael78@hotmail.com,4239197415,Cardigan,5,3176,15880,2024-11-27,Autumn,3
591,Michael Mendez,bmoyer@hotmail.com,549.754.4435x7627,Sneakers,2,2465,4930,2024-04-05,Spring,2
592,Diane Powell,isaactucker@mcgee-english.info,097.815.4213,Waterproof Shoes,5,3681,18405,2023-09-05,Monsoon,4
593,Karen Anderson,christieguzman@yahoo.com,+1-615-291-1869,Full-Sleeve Shirt,1,2010,2010,2023-11-11,Autumn,3
594,Brittney Spears,rlloyd@yahoo.com,018.501.7211x228,Sweater,1,716,716,2023-02-20,Winter,1
595,William Perry,evelynjackson@yahoo.com,464.250.8297x545,Sunglasses,3,2242,6726,2023-06-13,Summer,0
596,Alexandria Payne,ericmontgomery@valencia-fitzpatrick.com,(807)875-8200x1008,Cardigan,1,2765,2765,2024-10-22,Autumn,3
597,Eric Hill,cmartin@mcmahon.com,3432598210,Umbrella,5,1195,5975,2024-07-13,Monsoon,4
598,Dana Wise,bryan92@gmail.com,475.337.6151,Sandals,3,2938,8814,2023-07-14,Summer,0
599,Tonya Figueroa,plopez@gmail.com,634.927.5246x91388,Jacket,5,2179,10895,2023-12-27,Winter,1
600,Jeffrey Shelton,hendersonstephanie@williams.info,544.868.8021x358,Waterproof Shoes,4,4099,16396,2024-07-28,Monsoon,4
601,Kyle Lozano,holtanna@gmail.com,7909899562,Raincoat,2,2245,4490,2024-06-16,Monsoon,4
602,Douglas Wang,daniel53@hunter.com,(305)132-7475,T-Shirt,3,1484,4452,2023-05-25,Spring,2
603,Priscilla Smith,marklewis@yahoo.com,683.477.6593x244,Raincoat,5,653,3265,2023-06-14,Monsoon,4
604,Brandon Hamilton,greeves@richardson.biz,339.296.4711,Sunglasses,3,4796,14388,2023-07-26,Summer,0
605,Adrienne Hayes,cmartin@yahoo.com,690.479.7579,Sneakers,3,4880,14640,2024-04-19,Spring,2
606,Justin Jensen,woodsangela@shannon.com,(153)905-7984x71214,Umbrella,5,4884,24420,2024-09-14,Monsoon,4
607,John Garcia,hlee@johnson.org,490-172-6170x78187,Sunglasses,1,2558,2558,2023-07-11,Summer,0
608,Allison Gardner,kristen65@gmail.com,+1-111-929-2338x829,Sandals,3,4725,14175,2025-06-28,Summer,0
609,Cristina Powers,johntorres@hotmail.com,+1-504-793-4755x4160,Blazer,5,4371,21855,2024-11-22,Autumn,3
610,Katie Johnson,qlester@shaffer-williams.info,599-533-1675x401,Jacket,3,1152,3456,2024-12-28,Winter,1
611,Kathryn Owen,daisy96@gmail.com,223.372.7515,Loafers,4,1173,4692,2023-11-20,Autumn,3
612,Julie Mays,joe99@gmail.com,225.322.7097,Waterproof Shoes,1,2653,2653,2023-09-13,Monsoon,4
613,Robin Cisneros,jim08@gmail.com,(101)178-8321,Sneakers,5,2073,10365,2024-05-17,Spring,2
614,Robert Brown,sean60@moses-taylor.com,001-262-236-4802,Jacket,1,4408,4408,2024-02-28,Winter,1
615,Bridget James,duranjose@hotmail.com,460-493-8714,Scarf,2,612,1224,2024-02-24,Winter,1
616,Kimberly Gilbert,rodriguezjeff@gonzalez.net,001-071-972-1478x3488,Cardigan,2,696,1392,2024-10-16,Autumn,3
617,Miguel Jackson,joseph22@martinez.biz,191.549.0860x45764,Sunglasses,3,4119,12357,2024-07-03,Summer,0
618,Sarah Hicks,patelmonica@moore.com,001-407-701-4462x332,Sneakers,2,755,1510,2024-05-17,Spring,2
619,Mary Stevenson,karacarpenter@martin.net,816.262.2205,Sandals,2,2960,5920,2023-06-05,Summer,0
620,Robert Allen,xaguirre@yahoo.com,+1-636-191-4209x4751,Loafers,1,2569,2569,2024-09-28,Autumn,3
621,Ronald Crawford,iparker@hotmail.com,463.025.0781x9327,Jeans,2,3074,6148,2024-04-02,Spring,2
622,Jason Rogers,ebenson@smith.biz,421.264.7664x1595,Jacket,1,680,680,2024-01-10,Winter,1
623,Cynthia Morgan,flemingkathleen@hotmail.com,001-192-116-0423x0526,Light Jacket,4,995,3980,2023-05-21,Spring,2
624,Ryan Poole,crystalaguilar@jones.com,(812)074-5125x12985,Jacket,2,4851,9702,2024-12-17,Winter,1
625,Oscar Jacobson,jessica64@banks.biz,355.985.7297x580,Boots,2,2853,5706,2023-12-03,Winter,1
626,Mrs. Jordan Bowen MD,nataliemorris@munoz.biz,3538361114,Jeans,1,807,807,2025-05-05,Spring,2
627,Elizabeth Hurley,williamsjames@yahoo.com,319-234-8721x124,Sweater,1,2470,2470,2024-02-08,Winter,1
628,Jessica Stephens,abailey@conway.com,755-187-8557x481,Umbrella,5,4524,22620,2023-06-18,Monsoon,4
629,Joseph Walker,alexanderquinn@castro.org,626.907.9416x5404,Loafers,2,1574,3148,2024-11-10,Autumn,3
630,Ryan Miller,lhodges@hotmail.com,+1-920-157-2293x342,T-Shirt,5,3646,18230,2024-04-09,Spring,2
631,Diana Taylor,swoodard@griffin.com,(973)872-7639,Waterproof Shoes,2,1786,3572,2024-08-08,Monsoon,4
632,James White,benjamin83@gmail.com,+1-653-977-8141x26976,Raincoat,5,1633,8165,2024-06-14,Monsoon,4
633,Mr. Nicholas Walker,pamelasmith@yahoo.com,001-705-653-7510,Umbrella,5,3652,18260,2024-09-18,Monsoon,4
634,Derek Santana,dbrown@velasquez-ayers.com,124-214-0645x431,Sandals,2,3656,7312,2024-06-06,Summer,0
635,Logan Willis,uknapp@gmail.com,+1-042-233-6865x799,Sandals,2,3765,7530,2024-08-17,Summer,0
636,Katie Smith,john86@yahoo.com,(665)096-9872,Raincoat,4,2181,8724,2023-07-05,Monsoon,4
637,Alan Clark,daniel36@yahoo.com,001-673-293-8247x7886,Full-Sleeve Shirt,1,4074,4074,2023-09-19,Autumn,3
638,Andrew Holland,xparker@hotmail.com,(873)524-9220,Sandals,2,3009,6018,2024-07-05,Summer,0
639,Chelsea Crawford,dmoore@hotmail.com,001-975-461-5013x23190,Sweater,3,4909,14727,2024-01-08,Winter,1
640,Cynthia Diaz,xkane@yang-campbell.com,802-100-8022x1001,Cardigan,4,4957,19828,2024-10-03,Autumn,3
641,Eric Walker,csmith@wilson.com,(235)519-3615x1456,Jacket,2,1195,2390,2024-12-19,Winter,1
642,Susan Cox,karen74@boyd.com,181.561.0955x332,T-Shirt,5,3560,17800,2023-05-02,Spring,2
643,Ashley Anderson,larry65@hotmail.com,558.901.0365,Cardigan,5,3320,16600,2024-10-24,Autumn,3
644,Joseph Ramirez,davidprice@yahoo.com,001-974-922-8398,Raincoat,2,929,1858,2024-08-19,Monsoon,4
645,Natasha Hamilton,connie19@lewis-mccarthy.com,+1-766-587-5044x362,Tank Top,2,586,1172,2023-08-03,Summer,0
646,Curtis Serrano,ggarner@holmes.com,949.933.2631x251,Scarf,1,3283,3283,2024-01-09,Winter,1
647,Christina Peterson,xmclean@gmail.com,730.245.0192x60042,Jeans,5,1941,9705,2023-04-05,Spring,2
648,Trevor Miller,collin61@cook.com,182.301.6993x36346,Jeans,4,2448,9792,2023-03-07,Spring,2
649,Brenda Scott,youngkeith@gmail.com,874-729-1631x919,Boots,5,2429,12145,2024-02-01,Winter,1
650,Shannon Jones,annaliu@hotmail.com,572.625.1141x00226,Shorts,1,841,841,2023-07-27,Summer,0
651,Christina Burton,michellebaker@dalton.biz,024-367-5261x6398,Sweater,3,2990,8970,2024-01-15,Winter,1
652,Gary Schultz,tbryant@gmail.com,7683686550,T-Shirt,2,4531,9062,2024-05-28,Spring,2
653,Timothy Booth Jr.,harriskimberly@jones-hodges.com,(436)180-3349,Shorts,3,4445,13335,2023-07-11,Summer,0
654,Steven Perez,terri76@guzman-burgess.com,(189)597-1811,Light Jacket,2,904,1808,2024-05-20,Spring,2
655,Matthew Stewart,robertlindsey@hebert-delgado.com,7336952785,Light Jacket,4,3026,12104,2023-05-06,Spring,2
656,Nathan Williams,kimberlygallegos@gmail.com,+1-628-015-8917x55845,Waterproof Shoes,5,1943,9715,2024-07-08,Monsoon,4
657,Lynn Allen,masongonzalez@roberts.info,001-768-815-6798x346,Waterproof Shoes,1,3361,3361,2024-09-11,Monsoon,4
658,Jeremy Taylor MD,ktaylor@gmail.com,(443)417-7896x24197,Loafers,4,1883,7532,2025-11-23,Autumn,3
659,Chad Wheeler,guerramelissa@horton-dillon.net,(270)860-7260,Blazer,4,1480,5920,2023-09-17,Autumn,3
660,Jason Black,kristystephens@hotmail.com,544-005-2789x9840,Full-Sleeve Shirt,4,4060,16240,2024-10-28,Autumn,3
661,Steven Bowman,ellisjustin@hotmail.com,505.745.7222x229,Full-Sleeve Shirt,5,1667,8335,2024-10-06,Autumn,3
662,Patty Schultz,tateryan@salas-allen.biz,(808)576-2451,Jacket,4,1874,7496,2023-01-11,Winter,1
663,Martha Cowan,emilybentley@gmail.com,822-559-0535x1602,Umbrella,1,521,521,2024-06-18,Monsoon,4
664,Derrick Sloan,daniel39@thompson.com,+1-039-729-6037x2186,Scarf,3,4530,13590,2023-02-27,Winter,1
665,Todd Mitchell,salasbarbara@obrien.com,9044164940,Jeans,3,956,2868,2024-05-14,Spring,2
666,Lisa Kennedy,rita30@owens.info,340.107.7710x453,Full-Sleeve Shirt,5,2746,13730,2024-09-09,Autumn,3
667,Chris Johnson,lwood@mcmillan-ross.biz,001-416-374-5754x18320,Shorts,5,3002,15010,2024-06-06,Summer,0
668,Jennifer Coffey,jonesrhonda@taylor.biz,(079)086-4038x6491,Waterproof Shoes,3,2004,6012,2024-08-24,Monsoon,4
669,Donna Lopez,silvaroy@gmail.com,(387)092-9308x96463,Blazer,1,3600,3600,2024-09-15,Autumn,3
670,Paul Gray,jhernandez@cook.com,906.324.8811x05230,Cardigan,2,1346,2692,2023-11-23,Autumn,3
671,Kevin Harris,vanessanicholson@evans.biz,+1-692-948-2926x41997,Sandals,3,557,1671,2023-07-28,Summer,0
672,Dustin Jenkins,msanford@hart.com,458.366.5672x43529,Shorts,3,3155,9465,2024-07-27,Summer,0
673,Kevin Harris MD,annetterandall@cunningham.com,001-462-835-5603,Blazer,4,988,3952,2025-11-28,Autumn,3
674,Heidi Cooper,nelsonamy@collins-jones.com,+1-500-413-5227x11961,T-Shirt,4,731,2924,2023-04-09,Spring,2
675,Sharon Norris,csmith@hotmail.com,(995)830-2220x972,Blazer,4,2837,11348,2023-09-27,Autumn,3
676,Terri Evans,spencertara@yahoo.com,001-404-916-2092x2011,Shorts,1,1591,1591,2024-06-24,Summer,0
677,Monique Alvarado,raymondsullivan@jones-roberts.org,+1-357-098-3615x8461,Shorts,3,1212,3636,2024-07-27,Summer,0
678,Daniel Soto,sanchezandrew@edwards.org,289.966.0928x46850,Raincoat,5,3762,18810,2024-07-22,Monsoon,4
679,Chad Ward,loriflores@gmail.com,946-405-8504,Sneakers,4,842,3368,2025-04-06,Spring,2
680,Stephen Mcdonald,jonessamuel@hotmail.com,146.347.4951,Loafers,1,3213,3213,2024-10-19,Autumn,3
681,Gregg Rogers,thompsonantonio@weaver.com,(686)062-0328x38114,Sneakers,1,2244,2244,2023-05-11,Spring,2
682,Mark Houston,kmullen@white.com,+1-289-119-4435x05744,Light Jacket,1,4134,4134,2024-03-26,Spring,2
683,Kenneth Mcgrath,ryanjackson@harris.com,997.104.8393x515,Scarf,1,2315,2315,2024-12-04,Winter,1
684,Joshua Sanchez,cobbdustin@lyons-james.biz,943.989.7917,Raincoat,1,900,900,2024-09-23,Monsoon,4
685,Latasha King,ugonzalez@cooper-goodwin.net,725-345-2951x2451,Cardigan,5,2996,14980,2024-09-22,Autumn,3
686,Jonathan Thompson,amandaroberts@walker.biz,727-856-2082x8645,Jeans,1,4467,4467,2023-03-15,Spring,2
687,Barbara Gallagher MD,petersmith@crawford.org,(730)806-8991x882,Scarf,4,2844,11376,2024-01-17,Winter,1
688,Emily Green,franciscoschmidt@wilcox.com,603-512-9746x0286,Jacket,1,1583,1583,2024-02-03,Winter,1
689,Andrea Malone,kennethjones@rogers-pineda.biz,(666)787-5507x7807,Raincoat,3,4831,14493,2023-09-28,Monsoon,4
690,Russell Serrano,nboyer@browning.net,103-537-9693x7910,Scarf,4,661,2644,2023-01-14,Winter,1
691,Mr. Craig Warner,misty99@king.net,4401867872,Shorts,5,3666,18330,2023-06-08,Summer,0
692,Tony May,ncuevas@johnson.com,509.348.8704x6437,Waterproof Shoes,5,2144,10720,2024-09-12,Monsoon,4
693,Dana Pope,wendybrown@douglas.org,+1-585-212-6720,Shorts,1,2598,2598,2024-07-09,Summer,0
694,Jeremy Miles,ryan74@christensen.org,217-414-2796x458,Jacket,2,3329,6658,2024-01-23,Winter,1
695,Gina Silva,ambererickson@johnson.org,(526)376-3327x33083,Boots,3,1791,5373,2023-01-08,Winter,1
696,Lorraine Walls,zrobles@lara.com,5624195578,Waterproof Shoes,2,3785,7570,2024-06-01,Monsoon,4
697,Anthony Robinson,hendersondenise@crawford.com,549.321.0449x2975,Jeans,2,1951,3902,2024-04-28,Spring,2
698,Chelsea Haney,aking@dawson.com,404.865.1007,Waterproof Shoes,4,4564,18256,2024-08-22,Monsoon,4
699,Mr. Christopher Lopez MD,robert60@hotmail.com,001-429-547-0712,Sneakers,1,4038,4038,2025-04-12,Spring,2
700,Alexander Escobar,danielhenderson@wallace.net,(667)165-9833x247,Sweater,1,3883,3883,2024-01-14,Winter,1
701,Joseph Carpenter,jwade@hotmail.com,+1-916-026-2779x35459,Tank Top,2,2467,4934,2024-07-28,Summer,0
702,Michael Eaton,bward@hotmail.com,480.508.1691x000,Sunglasses,1,2042,2042,2024-08-24,Summer,0
703,Charles Smith,lisarocha@gmail.com,001-009-712-6788,Blazer,3,1802,5406,2024-10-26,Autumn,3
704,Luis Sims,jason97@yahoo.com,584-639-9436,Boots,4,3277,13108,2024-01-17,Winter,1
705,Richard Wallace,davidmcintyre@gmail.com,(276)102-7576x873,Blazer,1,774,774,2023-11-12,Autumn,3
706,Nicole Lewis,luisthompson@white.org,(276)623-9691,Umbrella,3,929,2787,2023-08-16,Monsoon,4
707,John Robinson,gordon16@hotmail.com,001-303-880-0100x45203,Sneakers,5,1033,5165,2023-04-17,Spring,2
708,Michael Price,alexanderjames@gmail.com,(371)849-2884x17364,Scarf,3,1717,5151,2023-02-15,Winter,1
709,Eileen Baker,lguzman@yahoo.com,(122)037-7004x158,Umbrella,4,3867,15468,2025-07-17,Monsoon,4
710,Brianna Pena,paulgomez@marshall.com,+1-179-113-1328x590,Scarf,1,1865,1865,2024-01-26,Winter,1
711,Jessica Knight,colleenprice@hotmail.com,+1-557-670-5273x8089,Scarf,5,1630,8150,2023-12-06,Winter,1
712,Chase Jones,david09@gmail.com,039.977.0851x898,Blazer,2,3490,6980,2024-10-04,Autumn,3
713,Patricia Blackwell,tiffanycampbell@jenkins.com,191.460.4782x953,Tank Top,4,1397,5588,2023-06-07,Summer,0
714,Michael Smith,pwright@hotmail.com,001-202-859-6826x727,Waterproof Shoes,3,3322,9966,2024-06-21,Monsoon,4
715,Sean Mahoney,nprice@hernandez.com,001-514-324-5671x4530,Light Jacket,4,4755,19020,2024-05-21,Spring,2
716,Kevin Ellis,zwilson@yahoo.com,(596)865-2067x03983,Shorts,3,1710,5130,2025-06-06,Summer,0
717,Steven Potter,ppeterson@hernandez.com,328.138.6334,Waterproof Shoes,3,1046,3138,2024-09-06,Monsoon,4
718,William Alvarez,lee05@cortez.org,835-226-8030,Full-Sleeve Shirt,1,870,870,2023-09-21,Autumn,3
719,Lindsey Clark,brownjamie@hotmail.com,579.882.7135,Sandals,2,4762,9524,2024-06-15,Summer,0
720,Dana Becker,lamrobert@foster-walsh.net,063-600-9864x980,Waterproof Shoes,4,734,2936,2024-07-26,Monsoon,4
721,Stephanie Klein,khanstephanie@yahoo.com,954.169.8596x263,Waterproof Shoes,2,760,1520,2023-06-21,Monsoon,4
722,Jennifer Watson,zhaas@gmail.com,(795)733-7575x3107,Tank Top,2,990,1980,2023-06-12,Summer,0
723,Lauren Rodriguez,alee@hotmail.com,(487)813-6128x2141,Full-Sleeve Shirt,5,3410,17050,2023-10-16,Autumn,3
724,Damon Hamilton,lorilee@novak.com,+1-297-863-7723x6016,Light Jacket,1,4344,4344,2023-04-26,Spring,2
725,Courtney Douglas,lewisdouglas@hotmail.com,(170)532-5897,Blazer,5,3223,16115,2023-11-28,Autumn,3
726,Anthony Moody,michaelrowe@gallagher.com,572-458-9990,Waterproof Shoes,3,1656,4968,2024-09-03,Monsoon,4
727,Danielle Gill,rharvey@yahoo.com,258-099-2244,Jeans,2,2254,4508,2024-05-15,Spring,2
728,Kristin Finley,youngmichelle@hotmail.com,255.041.9737x2741,Sandals,5,3479,17395,2024-08-02,Summer,0
729,Vicki Lopez,malonedonald@yahoo.com,001-397-847-3625x05812,Sweater,5,1514,7570,2023-01-27,Winter,1
730,Neil Romero,erobinson@gmail.com,(519)424-4999,Light Jacket,3,4312,12936,2024-03-26,Spring,2
731,Stacey Wilson,zowens@gmail.com,658.816.5422,Full-Sleeve Shirt,5,2793,13965,2024-11-19,Autumn,3
732,Lisa Castro,johnsonrobert@gmail.com,(982)968-3576x006,Blazer,5,4421,22105,2024-11-12,Autumn,3
733,Samantha Leblanc,shannon16@mckee-smith.com,926-642-0493x267,Jacket,4,1749,6996,2023-02-12,Winter,1
734,Erin Walton,lbradley@hotmail.com,+1-446-981-7257x84001,Tank Top,3,4430,13290,2024-07-16,Summer,0
735,Laura Berry,james26@gmail.com,(105)548-6439,Full-Sleeve Shirt,5,2872,14360,2024-11-01,Autumn,3
736,Alyssa Bass,aprice@gmail.com,665.716.1350x386,Scarf,1,2852,2852,2024-01-22,Winter,1
737,Tyler Ramirez,carrollsamantha@cortez.com,001-649-394-6225x60360,Jacket,2,1822,3644,2024-02-15,Winter,1
738,Mario Dunn,dominic30@yahoo.com,742-899-0391,Scarf,5,2473,12365,2024-02-24,Winter,1
739,Thomas Huerta,yvonnenelson@lambert-scott.com,980.490.9042,Loafers,4,2278,9112,2023-11-13,Autumn,3
740,Michael Wright,reginajames@trevino.org,946.651.8274x4569,Scarf,1,2106,2106,2024-02-10,Winter,1
741,Michael Lee,kathryn62@hotmail.com,(926)063-4363x748,Waterproof Shoes,4,514,2056,2023-09-27,Monsoon,4
742,Anna Brown,dawn06@yahoo.com,001-586-908-2378x7158,Jeans,4,2940,11760,2024-03-07,Spring,2
743,Crystal Blair,wadenicholas@hernandez-blevins.info,+1-906-635-7200x6022,Full-Sleeve Shirt,2,2371,4742,2023-11-08,Autumn,3
744,Ann Tran,rebeccawatson@smith-payne.info,+1-254-035-6103x95122,Sneakers,2,3334,6668,2024-04-03,Spring,2
745,Timothy Carpenter,gregory77@martin.com,(221)843-8017,Jacket,5,1658,8290,2024-12-18,Winter,1
746,Joseph Jones,xtran@hotmail.com,025-467-4350x622,Loafers,5,1271,6355,2024-11-26,Autumn,3
747,Cynthia Warner,jocelynrivera@yahoo.com,(701)141-3008x3265,Sneakers,4,1856,7424,2024-05-28,Spring,2
748,Sarah Garcia,raythompson@hinton-ware.biz,001-148-552-9393x830,Full-Sleeve Shirt,2,3535,7070,2023-11-12,Autumn,3
749,Amanda Garza,jritter@hotmail.com,1208815551,Jeans,1,3676,3676,2023-03-12,Spring,2
750,Michael Santiago,james64@gmail.com,734.757.6727,Light Jacket,2,4878,9756,2024-04-21,Spring,2
751,Cynthia Kelly,crobinson@cook-leonard.com,372-519-6456x908,Tank Top,3,2855,8565,2023-07-14,Summer,0
752,Ricky Moreno,raymondstephanie@hotmail.com,7856436236,Blazer,2,2903,5806,2023-09-20,Autumn,3
753,Kenneth Ortiz,ortizyvonne@mejia-robbins.com,001-701-832-5426,Sneakers,5,1492,7460,2023-03-25,Spring,2
754,Amanda Guerrero,lowerykristen@bauer-melton.net,617-187-7882,Light Jacket,4,1487,5948,2024-04-05,Spring,2
755,Nancy Powers,amyshelton@scott.com,(632)026-8039x439,Umbrella,5,2633,13165,2024-09-22,Monsoon,4
756,George Medina,ashley93@yahoo.com,+1-966-297-7694x2952,Jacket,5,2164,10820,2023-01-06,Winter,1
757,Megan Garrett,rachel24@yahoo.com,001-104-233-8873x9830,Sweater,1,2197,2197,2023-12-10,Winter,1
758,John Miller,samueljoseph@myers-jefferson.info,386-392-7575,Sunglasses,5,1917,9585,2023-08-06,Summer,0
759,Michael Roman,mariawolf@gmail.com,015.162.4123x6022,Waterproof Shoes,4,644,2576,2023-09-10,Monsoon,4
760,James Nguyen,curtis95@collins.net,925-446-1505x062,Waterproof Shoes,4,4787,19148,2025-09-12,Monsoon,4
761,Candice Simon,hammondscott@yahoo.com,559-732-9057,Umbrella,1,632,632,2024-06-05,Monsoon,4
762,Oscar Oneill,jeffrey50@moran.info,+1-419-475-3854x516,Shorts,2,4228,8456,2023-06-07,Summer,0
763,Tracy Evans,chaney@price.com,456-349-3017x8975,Scarf,3,1410,4230,2024-01-27,Winter,1
764,Gregory Roberson,millsdiana@davis-brock.info,670-403-7921,Sunglasses,1,2285,2285,2023-08-22,Summer,0
765,Lawrence Patel,lowejennifer@vasquez.com,+1-697-565-4111x271,Waterproof Shoes,5,571,2855,2024-09-01,Monsoon,4
766,Shannon Nelson,taylor48@hotmail.com,321.294.4332,Shorts,4,4168,16672,2023-06-10,Summer,0
767,Samuel Mooney,christiantyler@houston.info,935-222-9509x326,Sweater,5,1015,5075,2024-01-24,Winter,1
768,Sarah Clay,georgeaaron@hotmail.com,001-402-134-8775x19122,Boots,3,3196,9588,2023-02-24,Winter,1
769,Michelle Tucker,ncollier@hotmail.com,602-209-3267x9611,Jacket,2,3106,6212,2023-01-12,Winter,1
770,Stacy Murphy DDS,jeanneray@yahoo.com,+1-938-523-3246x387,Waterproof Shoes,3,3597,10791,2024-07-11,Monsoon,4
771,Tiffany Dixon,vmiller@armstrong-armstrong.com,6178866995,Raincoat,4,672,2688,2023-06-01,Monsoon,4
772,Kirk Williams,jamierussell@stanley.info,085-977-9297x656,Umbrella,3,1031,3093,2023-07-28,Monsoon,4
773,John Oneill,jenniferhaney@boyle-pierce.com,+1-552-820-4089x502,Sunglasses,4,550,2200,2023-08-06,Summer,0
774,Sara Boyer,mirandagary@ellis.info,682.742.7670,Loafers,4,3825,15300,2023-10-02,Autumn,3
775,Jeffrey Rush,dillon72@yahoo.com,(845)614-6303x49723,Sneakers,4,3397,13588,2024-03-24,Spring,2
776,Jennifer Collins,charrington@hall.com,3368525746,Scarf,2,2211,4422,2023-01-16,Winter,1
777,Mary Benjamin,robert75@bowman.com,001-888-671-6141,Blazer,4,3033,12132,2023-09-25,Autumn,3
778,Peter Pittman,brogers@davis.org,887-520-6057,Jacket,5,638,3190,2025-01-12,Winter,1
779,Angela Hammond,megantyler@baker.com,+1-767-225-2348x7723,Sneakers,1,1790,1790,2023-03-16,Spring,2
780,Kimberly Haynes,joshua43@stone.com,145.419.7565,Light Jacket,2,630,1260,2024-03-20,Spring,2
781,Ryan Rowland,mark90@gordon.com,+1-698-384-0818x934,Boots,1,4664,4664,2025-02-11,Winter,1
