Customer_ID,Customer_Name,Email,Phone_Number,Product,Quantity,Price_Per_Item,Total_Price,Purchase_Date,Season,Season_Number,Recency,Avg_Order_Value,Cluster_Label,Segment,Suggested_Campaign
749,Amanda Garza,jritter@hotmail.com,1208815551,Jeans,1,3676,3676,2023-03-12,Spring,2,749,3676.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
750,Michael Santiago,james64@gmail.com,734.757.6727,Light Jacket,2,4878,9756,2024-04-21,Spring,2,343,4878.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
751,Cynthia Kelly,crobinson@cook-leonard.com,372-519-6456x908,Tank Top,3,2855,8565,2023-07-14,Summer,0,625,2855.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
752,Ricky Moreno,raymondstephanie@hotmail.com,7856436236,Blazer,2,2903,5806,2023-09-20,Autumn,3,557,2903.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
753,Kenneth Ortiz,ortizyvonne@mejia-robbins.com,001-701-832-5426,Sneakers,5,1492,7460,2023-03-25,Spring,2,736,1492.0,2,Lost Customers,Re-engagement Emails & Offers
754,Amanda Guerrero,lowerykristen@bauer-melton.net,617-187-7882,Light Jacket,4,1487,5948,2024-04-05,Spring,2,359,1487.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
755,Nancy Powers,amyshelton@scott.com,(632)026-8039x439,Umbrella,5,2633,13165,2024-09-22,Monsoon,4,189,2633.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
756,George Medina,ashley93@yahoo.com,+1-966-297-7694x2952,Jacket,5,2164,10820,2023-01-06,Winter,1,814,2164.0,2,Lost Customers,Re-engagement Emails & Offers
757,Megan Garrett,rachel24@yahoo.com,001-104-233-8873x9830,Sweater,1,2197,2197,2023-12-10,Winter,1,476,2197.0,2,Lost Customers,Re-engagement Emails & Offers
758,John Miller,samueljoseph@myers-jefferson.info,386-392-7575,Sunglasses,5,1917,9585,2023-08-06,Summer,0,602,1917.0,2,Lost Customers,Re-engagement Emails & Offers
759,Michael Roman,mariawolf@gmail.com,015.162.4123x6022,Waterproof Shoes,4,644,2576,2023-09-10,Monsoon,4,567,644.0,2,Lost Customers,Re-engagement Emails & Offers
760,James Nguyen,curtis95@collins.net,925-446-1505x062,Waterproof Shoes,4,4787,19148,2025-09-12,Monsoon,4,-166,4787.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
761,Candice Simon,hammondscott@yahoo.com,559-732-9057,Umbrella,1,632,632,2024-06-05,Monsoon,4,298,632.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
762,Oscar Oneill,jeffrey50@moran.info,+1-419-475-3854x516,Shorts,2,4228,8456,2023-06-07,Summer,0,662,4228.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
763,Tracy Evans,chaney@price.com,456-349-3017x8975,Scarf,3,1410,4230,2024-01-27,Winter,1,428,1410.0,2,Lost Customers,Re-engagement Emails & Offers
764,Gregory Roberson,millsdiana@davis-brock.info,670-403-7921,Sunglasses,1,2285,2285,2023-08-22,Summer,0,586,2285.0,2,Lost Customers,Re-engagement Emails & Offers
765,Lawrence Patel,lowejennifer@vasquez.com,+1-697-565-4111x271,Waterproof Shoes,5,571,2855,2024-09-01,Monsoon,4,210,571.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
766,Shannon Nelson,taylor48@hotmail.com,321.294.4332,Shorts,4,4168,16672,2023-06-10,Summer,0,659,4168.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
767,Samuel Mooney,christiantyler@houston.info,935-222-9509x326,Sweater,5,1015,5075,2024-01-24,Winter,1,431,1015.0,2,Lost Customers,Re-engagement Emails & Offers
768,Sarah Clay,georgeaaron@hotmail.com,001-402-134-8775x19122,Boots,3,3196,9588,2023-02-24,Winter,1,765,3196.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
769,Michelle Tucker,ncollier@hotmail.com,602-209-3267x9611,Jacket,2,3106,6212,2023-01-12,Winter,1,808,3106.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
770,Stacy Murphy DDS,jeanneray@yahoo.com,+1-938-523-3246x387,Waterproof Shoes,3,3597,10791,2024-07-11,Monsoon,4,262,3597.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
771,Tiffany Dixon,vmiller@armstrong-armstrong.com,6178866995,Raincoat,4,672,2688,2023-06-01,Monsoon,4,668,672.0,2,Lost Customers,Re-engagement Emails & Offers
772,Kirk Williams,jamierussell@stanley.info,085-977-9297x656,Umbrella,3,1031,3093,2023-07-28,Monsoon,4,611,1031.0,2,Lost Customers,Re-engagement Emails & Offers
773,John Oneill,jenniferhaney@boyle-pierce.com,+1-552-820-4089x502,Sunglasses,4,550,2200,2023-08-06,Summer,0,602,550.0,2,Lost Customers,Re-engagement Emails & Offers
774,Sara Boyer,mirandagary@ellis.info,682.742.7670,Loafers,4,3825,15300,2023-10-02,Autumn,3,545,3825.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
775,Jeffrey Rush,dillon72@yahoo.com,(845)614-6303x49723,Sneakers,4,3397,13588,2024-03-24,Spring,2,371,3397.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
776,Jennifer Collins,charrington@hall.com,3368525746,Scarf,2,2211,4422,2023-01-16,Winter,1,804,2211.0,2,Lost Customers,Re-engagement Emails & Offers
777,Mary Benjamin,robert75@bowman.com,001-888-671-6141,Blazer,4,3033,12132,2023-09-25,Autumn,3,552,3033.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
778,Peter Pittman,brogers@davis.org,887-520-6057,Jacket,5,638,3190,2025-01-12,Winter,1,77,638.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
779,Angela Hammond,megantyler@baker.com,+1-767-225-2348x7723,Sneakers,1,1790,1790,2023-03-16,Spring,2,745,1790.0,2,Lost Customers,Re-engagement Emails & Offers
780,Kimberly Haynes,joshua43@stone.com,145.419.7565,Light Jacket,2,630,1260,2024-03-20,Spring,2,375,630.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
781,Ryan Rowland,mark90@gordon.com,+1-698-384-0818x934,Boots,1,4664,4664,2025-02-11,Winter,1,47,4664.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
782,Ryan Castro,angela54@rivers.com,001-397-331-8494x7909,Full-Sleeve Shirt,1,2587,2587,2024-09-17,Autumn,3,194,2587.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
783,Kurt Kim,carol14@hill.org,172-544-6958x17602,Light Jacket,1,1851,1851,2024-04-27,Spring,2,337,1851.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
784,Steven Gillespie,zsteele@brock.com,6798045307,Sweater,3,2479,7437,2023-12-28,Winter,1,458,2479.0,2,Lost Customers,Re-engagement Emails & Offers
785,Peter Frank,kevin41@yahoo.com,138.297.3488x47746,Sunglasses,1,1336,1336,2025-07-06,Summer,0,-98,1336.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
786,Mr. Robert Wilson Jr.,martinezjasmine@gmail.com,629.902.1848x1403,Light Jacket,2,2139,4278,2023-03-03,Spring,2,758,2139.0,2,Lost Customers,Re-engagement Emails & Offers
787,James Mcgee,victor33@gmail.com,+1-748-637-7023x9217,T-Shirt,3,2700,8100,2023-05-09,Spring,2,691,2700.0,2,Lost Customers,Re-engagement Emails & Offers
788,Brandon Marks,sarahcannon@campos-adkins.com,5247923822,Loafers,2,2199,4398,2024-10-20,Autumn,3,161,2199.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
789,Cynthia West,leonardkatie@kennedy.com,(206)292-7894x72957,Waterproof Shoes,4,4149,16596,2023-08-23,Monsoon,4,585,4149.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
790,Victor Mendoza,shawn05@martinez.biz,694-475-4808x63738,Light Jacket,1,2289,2289,2025-04-02,Spring,2,-3,2289.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
791,April Jones,nkrause@yahoo.com,(214)293-5281x7768,T-Shirt,2,2634,5268,2024-03-28,Spring,2,367,2634.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
792,Robert Gonzalez,shannon29@hotmail.com,159.081.7603,Boots,4,3401,13604,2024-02-13,Winter,1,411,3401.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
793,Dr. Zachary Simpson,eflores@yahoo.com,+1-150-769-6139x5032,Sneakers,2,4812,9624,2024-03-14,Spring,2,381,4812.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
794,Drew Wilson,annejefferson@hotmail.com,(013)142-5536x84668,Light Jacket,4,1759,7036,2024-03-01,Spring,2,394,1759.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
795,Jessica Taylor,denise48@gmail.com,866-697-3779,Boots,1,3830,3830,2024-01-02,Winter,1,453,3830.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
796,Erika Fuller,edwardpierce@hardy-rodriguez.com,(986)482-6078,Tank Top,3,4518,13554,2023-06-21,Summer,0,648,4518.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
797,Heather Hunter,timothyparker@hess-bray.com,(168)358-6755,Boots,2,1770,3540,2024-12-15,Winter,1,105,1770.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
798,Timothy Grant,kathrynkim@hotmail.com,1623258485,Sandals,3,1611,4833,2024-06-05,Summer,0,298,1611.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
799,April Zhang,lopezryan@mccarthy.org,490-255-1211x15041,Full-Sleeve Shirt,5,2914,14570,2024-11-18,Autumn,3,132,2914.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
800,Kurt Dudley,amber71@yahoo.com,001-069-793-7234x57341,Boots,2,3429,6858,2025-12-15,Winter,1,-260,3429.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
801,Dean Conley,ericaperry@hotmail.com,+1-075-915-9569,Cardigan,5,3391,16955,2023-11-15,Autumn,3,501,3391.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
802,Olivia Reyes,steven32@strickland.net,171.323.0870x661,Sneakers,1,1425,1425,2024-03-25,Spring,2,370,1425.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
803,Melissa Johnson,joshua66@hotmail.com,327-972-4291x18087,Tank Top,4,3886,15544,2024-06-24,Summer,0,279,3886.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
804,Ryan Johnson II,alyssajohnson@gmail.com,132-989-9317,Sweater,4,1820,7280,2023-12-11,Winter,1,475,1820.0,2,Lost Customers,Re-engagement Emails & Offers
805,Kimberly Henson,byoung@thomas.biz,+1-939-012-0713x42069,Light Jacket,4,1924,7696,2024-04-04,Spring,2,360,1924.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
806,William Dixon,cookejohn@gmail.com,+1-182-448-0379x2505,Cardigan,3,4574,13722,2023-10-05,Autumn,3,542,4574.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
807,Melissa White DVM,christopher22@yahoo.com,(944)173-7769x8256,Sweater,5,1071,5355,2025-02-25,Winter,1,33,1071.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
808,Anita Wilson,robertfrancis@yahoo.com,+1-353-962-3674x053,Jeans,4,1213,4852,2023-05-20,Spring,2,680,1213.0,2,Lost Customers,Re-engagement Emails & Offers
809,Joshua Phillips,autumn07@bryant-smith.com,(457)297-5812x45956,T-Shirt,5,4905,24525,2023-04-14,Spring,2,716,4905.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
810,Tammy Cruz DDS,gonzaleswendy@hotmail.com,(919)924-7102x56878,Light Jacket,2,4673,9346,2023-05-08,Spring,2,692,4673.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
811,Meghan Conway,blairdana@griffin.net,623.460.4055x087,Umbrella,1,2366,2366,2023-07-07,Monsoon,4,632,2366.0,2,Lost Customers,Re-engagement Emails & Offers
812,Rebecca Terrell,alopez@carrillo-brown.com,+1-425-672-0345x8936,Sandals,5,1101,5505,2024-07-23,Summer,0,250,1101.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
813,John Butler,taylor36@yahoo.com,1986833113,Blazer,2,4837,9674,2024-10-28,Autumn,3,153,4837.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
814,Amy Gates,tanyawhite@haley.net,+1-479-910-9764x23885,Jeans,5,2868,14340,2023-04-28,Spring,2,702,2868.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
815,Walter Wallace,zwalker@gmail.com,+1-947-944-7819x528,Blazer,3,4924,14772,2024-09-28,Autumn,3,183,4924.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
816,Kimberly Fitzgerald,clarkjeffrey@yahoo.com,+1-416-155-5918x47475,Scarf,1,1423,1423,2024-02-20,Winter,1,404,1423.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
817,Kyle Carlson,pearsonjonathan@bird.com,(074)282-8118x07266,Waterproof Shoes,2,4262,8524,2024-08-28,Monsoon,4,214,4262.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
818,Anthony Mccoy,zamorajorge@grant.info,+1-506-464-7057,Raincoat,1,4918,4918,2023-09-28,Monsoon,4,549,4918.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
819,Amy Bennett,acannon@chen.biz,1599627679,Jacket,5,4221,21105,2023-12-09,Winter,1,477,4221.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
820,Devin Sanchez,kmitchell@holden-ayers.biz,+1-716-324-0592,Blazer,1,4360,4360,2024-09-18,Autumn,3,193,4360.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
821,Frank Chambers,awalters@turner.biz,811.736.8106x8967,Jeans,3,1105,3315,2023-04-26,Spring,2,704,1105.0,2,Lost Customers,Re-engagement Emails & Offers
822,Ashley Ramirez,munozmichael@yahoo.com,057-649-1769x00778,Sweater,1,3279,3279,2025-12-09,Winter,1,-254,3279.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
823,Gary Greene,kgoodwin@gmail.com,001-234-533-2166x74085,Umbrella,2,3438,6876,2024-07-21,Monsoon,4,252,3438.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
824,Anthony Robinson,sandraforbes@gmail.com,+1-022-847-3918x0773,Cardigan,3,3072,9216,2023-10-01,Autumn,3,546,3072.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
825,Nathaniel Snyder,ralph09@garrett-garcia.info,+1-033-941-6150x5897,Blazer,1,2342,2342,2025-11-11,Autumn,3,-226,2342.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
826,William Hall,marcia61@williams-russo.com,(137)639-6997x45189,Light Jacket,4,3546,14184,2023-03-25,Spring,2,736,3546.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
827,Alicia Garcia,jacqueline63@reynolds.info,+1-677-860-3982,Shorts,3,3022,9066,2024-07-17,Summer,0,256,3022.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
828,Raymond Schultz,murphynicole@yahoo.com,023-615-1051x7079,Sweater,4,2670,10680,2024-01-06,Winter,1,449,2670.0,2,Lost Customers,Re-engagement Emails & Offers
829,Albert Kim,sarah10@gay.com,(365)759-9536,Blazer,3,4465,13395,2024-10-28,Autumn,3,153,4465.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
830,Adrienne Everett MD,reginaldfleming@allen.com,(227)827-8583x24651,Loafers,4,1863,7452,2024-10-20,Autumn,3,161,1863.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
831,Julie Thomas,phyllissmith@hotmail.com,0980195225,Full-Sleeve Shirt,4,2007,8028,2023-09-23,Autumn,3,554,2007.0,2,Lost Customers,Re-engagement Emails & Offers
832,Brittany Rasmussen,belljames@hotmail.com,201.317.9028,Sandals,3,1214,3642,2023-08-18,Summer,0,590,1214.0,2,Lost Customers,Re-engagement Emails & Offers
833,Mrs. Danielle Smith,saranorton@gmail.com,619.158.2098x076,Sandals,3,917,2751,2024-06-21,Summer,0,282,917.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
834,Theresa Galvan,philip61@hotmail.com,458.475.6423x731,Blazer,1,2708,2708,2024-10-02,Autumn,3,179,2708.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
835,Sara Guzman,michelewarner@hotmail.com,+1-804-954-8596,Jeans,5,4715,23575,2023-05-19,Spring,2,681,4715.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
836,Teresa Kaufman,qpruitt@kemp.com,+1-436-841-9994x962,Cardigan,5,3164,15820,2024-10-24,Autumn,3,157,3164.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
837,Steven Bell,smithryan@hotmail.com,752-972-7241,Tank Top,3,1663,4989,2024-07-13,Summer,0,260,1663.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
838,Brian Valenzuela,freemanmichael@gmail.com,6312681130,Sweater,4,2030,8120,2023-01-28,Winter,1,792,2030.0,2,Lost Customers,Re-engagement Emails & Offers
839,Willie Bennett,christine81@li.info,001-193-619-4785x70199,Full-Sleeve Shirt,3,4776,14328,2023-11-01,Autumn,3,515,4776.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
840,Dylan Martinez,deborahduke@gmail.com,(357)461-3040x4576,Sandals,3,3604,10812,2023-07-13,Summer,0,626,3604.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
841,Mr. Timothy Rodriguez,stephaniedavis@hotmail.com,001-312-930-1763x870,Raincoat,5,3639,18195,2023-07-04,Monsoon,4,635,3639.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
842,Jim Weber,franciscojones@sanchez.com,281-794-4547,Jeans,1,1942,1942,2023-04-14,Spring,2,716,1942.0,2,Lost Customers,Re-engagement Emails & Offers
843,Kimberly Cain,gbenitez@reeves-mcdonald.info,+1-754-818-1187x679,Loafers,5,1752,8760,2023-10-22,Autumn,3,525,1752.0,2,Lost Customers,Re-engagement Emails & Offers
844,Leslie Alexander,tgordon@thomas.org,759.498.5466x3633,Sandals,4,1384,5536,2023-08-09,Summer,0,599,1384.0,2,Lost Customers,Re-engagement Emails & Offers
845,Kenneth Mejia,justin08@frederick.com,260.080.8943x7034,T-Shirt,2,3222,6444,2024-03-22,Spring,2,373,3222.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
846,Cynthia Powers,michael34@moore-buchanan.org,+1-432-083-8692,Sandals,2,2692,5384,2024-07-06,Summer,0,267,2692.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
847,Anthony Roberts,yharrison@yahoo.com,618.695.6545,Waterproof Shoes,2,3019,6038,2023-06-16,Monsoon,4,653,3019.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
848,Peter Vasquez,qbrown@gay-adams.com,9518893513,Loafers,2,3972,7944,2023-11-25,Autumn,3,491,3972.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
849,Dalton Patel,qtaylor@hotmail.com,+1-453-662-7174,Sandals,2,4056,8112,2024-08-27,Summer,0,215,4056.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
850,Brandi Porter,devin28@gmail.com,197.416.0481x72768,Sandals,3,863,2589,2023-07-28,Summer,0,611,863.0,2,Lost Customers,Re-engagement Emails & Offers
851,Michael Hooper,catherine39@davis.info,(762)546-3532x045,Tank Top,4,3735,14940,2024-08-28,Summer,0,214,3735.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
852,Bill Rivera,briannawhite@yahoo.com,932-852-2481x3521,Sunglasses,3,2773,8319,2023-06-03,Summer,0,666,2773.0,2,Lost Customers,Re-engagement Emails & Offers
853,Lisa Perez,hernandezsarah@castillo.com,807-441-7816x943,Loafers,4,4833,19332,2023-11-05,Autumn,3,511,4833.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
854,Meagan Vaughn,jennapotter@gmail.com,325.604.9455x760,Loafers,2,3717,7434,2024-09-06,Autumn,3,205,3717.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
855,Ashley Miller,gamblescott@yahoo.com,485-358-7495,Sweater,5,1915,9575,2023-02-23,Winter,1,766,1915.0,2,Lost Customers,Re-engagement Emails & Offers
856,William Sullivan,alexanderpamela@cummings.info,(666)868-2949x265,Waterproof Shoes,4,4971,19884,2024-06-13,Monsoon,4,290,4971.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
857,Elizabeth Mcguire,smithwilliam@yahoo.com,408-117-2782x89222,Jeans,5,4342,21710,2023-03-08,Spring,2,753,4342.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
858,Nicholas Kim,joseph18@hotmail.com,4832124046,Full-Sleeve Shirt,3,955,2865,2024-10-20,Autumn,3,161,955.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
859,Jennifer Elliott,perezfrances@gmail.com,(365)158-6852x58399,Loafers,2,4157,8314,2023-10-28,Autumn,3,519,4157.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
860,Joanne Harper,daniel80@yahoo.com,(408)403-6256x990,Umbrella,2,3350,6700,2024-07-03,Monsoon,4,270,3350.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
861,Jennifer Thompson,bestangel@gmail.com,831.717.7115x5975,Umbrella,3,1677,5031,2024-07-28,Monsoon,4,245,1677.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
862,Joshua George MD,cindywilson@hotmail.com,001-432-732-2261x536,Cardigan,1,1652,1652,2024-10-14,Autumn,3,167,1652.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
863,Kevin Montes,jbradford@daniels.net,159.286.9775x4864,Loafers,5,4454,22270,2024-09-10,Autumn,3,201,4454.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
864,Shawna Walker,xcollier@hotmail.com,(573)466-9626,Blazer,3,3380,10140,2023-09-16,Autumn,3,561,3380.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
865,Dana Rogers,kevinkelley@leonard.com,907.630.1045,Blazer,3,3554,10662,2024-09-17,Autumn,3,194,3554.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
866,Kelly Caldwell,atorres@garza.com,+1-120-139-2751x4950,Sunglasses,3,1338,4014,2024-08-04,Summer,0,238,1338.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
867,Susan Jackson,sandrapearson@lutz-stark.com,+1-809-410-5631x8583,Blazer,2,3787,7574,2024-11-23,Autumn,3,127,3787.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
868,Shannon Anderson,donnabaker@henderson-meyer.com,016.514.0801,Umbrella,5,4274,21370,2023-08-17,Monsoon,4,591,4274.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
869,Shannon Morgan,emarshall@martinez-le.com,001-180-322-5040,Scarf,2,1857,3714,2023-02-15,Winter,1,774,1857.0,2,Lost Customers,Re-engagement Emails & Offers
870,George White,walterlewis@gmail.com,+1-853-845-2049,Tank Top,5,3518,17590,2024-06-09,Summer,0,294,3518.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
871,Matthew Hill,christopheranderson@cain.biz,+1-850-963-9402x349,Umbrella,2,1072,2144,2023-09-24,Monsoon,4,553,1072.0,2,Lost Customers,Re-engagement Emails & Offers
872,Jermaine Hall,tanner30@yahoo.com,001-600-552-6362x42114,Sandals,3,4273,12819,2024-08-05,Summer,0,237,4273.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
873,Crystal Parker,tobrien@fleming.com,(788)372-0583,Tank Top,2,3425,6850,2024-07-23,Summer,0,250,3425.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
874,Brittany Delacruz,qgonzalez@walker-serrano.info,001-213-352-6677x5417,Tank Top,3,3062,9186,2024-06-17,Summer,0,286,3062.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
875,Katrina Jones,owhitehead@yahoo.com,757.838.2381x3532,Tank Top,1,1401,1401,2024-08-28,Summer,0,214,1401.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
876,Dr. William Lin,jenniferhernandez@chavez.info,(104)724-4803,Waterproof Shoes,1,3236,3236,2024-08-16,Monsoon,4,226,3236.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
877,Laura Griffin,vswanson@hernandez.com,+1-492-339-6153,Sandals,5,686,3430,2024-08-01,Summer,0,241,686.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
878,Michele Clark,hgeorge@park.info,519.721.3500,Umbrella,1,2200,2200,2025-06-02,Monsoon,4,-64,2200.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
879,Mark Gomez,jenningstracey@garcia.com,558.325.4212,Shorts,2,1808,3616,2024-07-10,Summer,0,263,1808.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
880,Ryan Allen,michelle11@webb-washington.com,881-630-9507x25156,T-Shirt,4,1107,4428,2024-05-28,Spring,2,306,1107.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
881,Eric Green,rebecca70@yahoo.com,(211)178-2832,Sandals,4,3259,13036,2024-07-23,Summer,0,250,3259.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
882,Teresa Peters,brownleslie@brooks.com,+1-831-665-9942x6022,Jeans,1,4560,4560,2024-03-15,Spring,2,380,4560.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
883,James Nelson,blackalex@rice-velez.biz,001-836-924-4694x0687,Shorts,4,4934,19736,2023-08-23,Summer,0,585,4934.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
884,David Oconnor,hamiltonamanda@hotmail.com,276-409-7728x9508,Scarf,2,1435,2870,2024-12-28,Winter,1,92,1435.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
885,April Smith,scottbill@williams-pratt.com,+1-916-114-2053x0980,Jeans,1,3920,3920,2024-03-13,Spring,2,382,3920.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
886,William Hess,mary94@hotmail.com,(919)286-9947x2879,Shorts,5,1297,6485,2024-07-25,Summer,0,248,1297.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
887,Roger George,icordova@yahoo.com,+1-057-269-9729x2504,Umbrella,4,1032,4128,2023-07-04,Monsoon,4,635,1032.0,2,Lost Customers,Re-engagement Emails & Offers
888,Gregory Larsen,willischarles@shah-howell.com,602.375.9839x7220,Sweater,4,3889,15556,2023-01-27,Winter,1,793,3889.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
889,Heather Floyd,blackallen@hotmail.com,895-826-9359x93329,Tank Top,2,3822,7644,2025-08-13,Summer,0,-136,3822.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
890,Joel White,codyjackson@yahoo.com,(950)223-2106x0974,Waterproof Shoes,3,4627,13881,2024-08-22,Monsoon,4,220,4627.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
891,George Case,ecarr@mckay.com,353-822-5579x00043,Scarf,2,517,1034,2024-02-19,Winter,1,405,517.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
